step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
641,PAYMENT,3932.3953846641025,102366.40157519547,19764.688170543603,14222.647828371499,33532.189770370234,0
58,CASH_OUT,6369.754794678171,924.8086497735668,24425.114072326236,37015.38238241971,41237.08324342325,0
634,PAYMENT,17078.1172788188,39400.751998934575,80264.6219369993,79512.02892867803,37522.6175587219,0
513,CASH_OUT,1330.9058431766296,65065.62479172041,4273.809933375792,37784.64772733116,13294.433276404241,0
96,CASH_OUT,19495.08533173683,48624.021479455485,19674.83114769851,44864.60968245487,72927.34828606287,1
638,CASH_OUT,22779.786802978415,71466.81633610038,136667.70766743072,41682.48592859326,51409.04577117092,0
118,PAYMENT,29319.674585352248,64675.158276473645,54038.88078836535,11613.079313870847,24981.987867087104,0
560,PAYMENT,5066.4768422691905,58887.75802814698,63281.19565555816,42432.227802365356,32359.508176360312,0
601,CASH_OUT,2448.019145717773,86169.50066039011,63754.89428041812,46046.72127616652,29244.82653897437,0
488,TRANSFER,4678.313000090798,51879.24647329215,2811.6926616281175,22868.50819804373,102612.72898488889,1
237,PAYMENT,4048.334519920045,25743.229659712953,10222.249610316267,23085.056432340854,79357.10039108798,0
272,DEBIT,1937.7155353756707,31924.343488851904,30412.106943483894,42778.611336006514,9398.53958689542,0
189,PAYMENT,9346.244473085975,63066.81772756052,20659.663021753044,50953.13359194213,10669.452282619794,0
704,CASH_OUT,6474.554506481837,104497.23725232725,23813.10892451847,12338.253498411304,139532.49396952055,0
447,TRANSFER,20076.865643410296,15887.741328196153,68432.78085088266,48518.389999605286,9447.258181689609,1
581,CASH_OUT,326.36401090833584,20933.35328351687,665.461851523632,50493.98786661632,107375.04506493385,0
247,DEBIT,10324.536269161961,133493.95122580684,48611.589803098315,8002.114343446726,36719.15352894769,0
76,PAYMENT,14394.794586245771,43198.17395891029,4.960704500731744,37864.03054997051,1799.2975004921466,0
154,PAYMENT,14249.793456247511,9859.283142921076,2931.0506679645982,6193.531554697794,14317.182939275135,0
656,CASH_OUT,21722.058753429,54486.86028618087,23612.943216007865,2930.00937487052,22629.51838926144,0
435,CASH_OUT,13057.609781406902,234222.3352013006,82733.73094589468,25637.74265933128,62661.12501433379,0
86,DEBIT,26284.54600795919,86708.56731959217,7049.198587565435,71792.43198978851,13942.896409352774,0
697,TRANSFER,4044.505227053817,68470.11917531726,36397.37666290686,1083.0888857523341,13016.575821722841,1
285,DEBIT,6995.867033564078,11662.639790232299,51064.82968781581,52547.613546816356,88515.86829932679,1
220,TRANSFER,141.79722048099788,104430.08225458737,11734.12368612874,21185.222545094755,2881.6387196034816,0
69,PAYMENT,69.81904170624233,37305.12893548582,32315.258467395222,59175.88383343396,28066.286502966126,0
47,TRANSFER,2746.0346543932087,110042.06542390492,109066.75322456594,55636.55702287258,24558.165363770182,0
94,TRANSFER,1062.5780381055754,20011.031430043837,32305.87226224421,62452.15849402466,2066.541900781068,1
453,PAYMENT,3013.9076593022255,3202.9879286893847,7702.7230405579285,43943.762012571446,3214.795890758235,0
204,PAYMENT,1948.5168543411683,32310.88671881657,44476.305606731075,55543.82332999795,16842.49439132097,0
218,PAYMENT,289.3462266595978,15724.415521323821,40364.04880150188,5808.460224125527,5041.9793646531925,0
474,DEBIT,24002.436385184883,62803.547402435324,1229.6116032488612,10865.839437235065,22757.89070002075,0
432,PAYMENT,82.57127833574805,157451.8105971037,4273.383871080466,8331.404562157602,32856.72525884404,0
341,CASH_OUT,13321.17377045885,58716.517617597165,7673.804523678978,40693.71496528018,41149.45084037531,0
551,PAYMENT,1650.4905335106196,108989.14691485737,6593.271600332348,5004.424908230554,27674.290168537707,0
612,PAYMENT,24330.312156721062,30167.518903723234,13517.253970957168,6035.143605134936,16712.0656421532,0
289,PAYMENT,22330.211541027285,73841.75880534167,27239.814969462645,63350.19634801603,4864.463279505562,0
254,TRANSFER,10610.308405949727,92589.30893059344,20914.355681395024,36713.24662577741,9951.721508076771,0
734,DEBIT,11154.557968687799,62044.91645316932,99594.02424422713,62474.57984040376,19030.569727081016,0
357,PAYMENT,53.534461255053216,35441.19971619682,42616.43829583067,4502.20412766458,90248.53022339406,1
23,DEBIT,41911.792670220726,49157.07749759676,93988.73268350947,15273.832207654837,7923.985051392994,0
522,CASH_OUT,21023.63072882836,60283.21097793994,33693.43649882159,9986.708926148098,18666.096933538774,0
100,CASH_OUT,22548.071145317,14590.154491002042,4237.575736445087,291.8475494107963,46127.24955804079,1
180,PAYMENT,10765.901764015709,82925.96193953992,28003.16766116545,10044.173116848426,42751.432120552745,0
223,CASH_OUT,4227.947964813154,150112.21048032076,77676.95667769639,14320.915575650635,117931.92112979466,0
659,DEBIT,22410.070349293153,31296.797512802616,9711.012966622124,2902.584626331431,7414.202697629703,0
442,TRANSFER,3446.291130813628,60376.82117569034,4304.067425744583,25075.043445155694,583.0153690212309,0
608,PAYMENT,8271.622177609743,66784.98763799662,17983.54116756415,14494.98408518293,13617.97118000206,0
325,CASH_OUT,1050.6164070748573,54272.10204719274,22162.100272264546,1427.2694215510269,5675.507687420414,0
516,DEBIT,25504.777695712994,39605.86440296368,16454.460558253646,36519.73274202181,27828.897756556256,0
16,DEBIT,1517.191724052405,106704.5830161202,6538.687905817493,39200.08766393573,80165.73528643236,0
336,CASH_OUT,2547.5910459673455,29794.373232187994,12996.113079288169,53958.34647049316,40791.778452053215,0
258,DEBIT,8167.4896815448565,3152.4725302985503,51596.65599982285,19939.15914383347,5108.240624293691,0
497,DEBIT,14443.176203210754,93073.60789354138,21943.977058634406,103884.6500404267,4319.002067861093,0
160,PAYMENT,9658.783920417876,56040.0226191846,45052.493065233066,73624.62383046074,84846.50321226414,0
475,DEBIT,2641.399266631212,94609.48344452216,34583.653766924406,24045.474823345707,23403.392134718055,0
664,CASH_OUT,9.434874718509594,7456.76470561536,35838.23983406292,17661.0167490137,90045.49512063243,1
690,PAYMENT,14153.1369976474,1561.7868117368614,12858.750780146172,91.17123341819111,46642.0918655544,1
675,CASH_OUT,42136.23214754856,136189.57771998286,33173.50521479348,37239.290091935414,175451.74386964587,1
380,TRANSFER,16602.74049786961,7992.4956570318955,1074.4886957864405,24969.13994912768,71739.8458645014,1
545,CASH_OUT,6165.688388598598,82945.15238575813,25433.22618555528,83198.85898752182,18717.91802356111,0
691,CASH_OUT,23409.856611089395,86639.61822065788,38253.97519168129,27059.2205979526,49691.58013464406,0
427,PAYMENT,5273.74594250052,61670.973403674,9039.941528664576,148244.86735120893,22301.939042370148,0
613,DEBIT,7443.017145614111,7035.696906808033,13340.934292177564,57687.34676536915,9287.695774826512,0
268,CASH_OUT,6484.219669198313,55040.52884081846,11153.712750039662,92112.340019782,9652.72179954792,0
577,PAYMENT,5935.260746471874,109950.27060116193,3292.687114933331,11909.857076636683,17723.036144277306,0
417,TRANSFER,14925.030999457662,27715.513277220725,19237.13587748802,4852.1415550609845,4136.391691010936,0
168,PAYMENT,7481.7144166015,26680.567425997055,173772.17998139668,47817.58550971405,6850.570978497699,0
43,PAYMENT,3808.463353539588,29246.784501940565,19654.679835924962,46281.0219087554,24302.78513578328,0
556,DEBIT,2986.192224976361,4292.705471898721,27773.116994584594,7126.743541686382,107710.05091810988,1
285,CASH_OUT,384.78198531634547,111293.041508261,47640.68884488845,43412.51329762298,30170.24414841515,0
397,TRANSFER,8751.37180844145,101697.74196083477,47049.26264729797,26166.303352362997,18378.083489519606,0
12,PAYMENT,2613.146555210783,308513.33816947497,134713.53345068402,3480.0124045861826,9729.867883528603,0
607,CASH_OUT,1603.2594997298963,43995.90804852602,87698.85698999296,20901.62259936767,7631.164169886003,0
302,CASH_OUT,10608.251906145128,69553.6151566505,71083.7890134927,80269.5236770401,37594.738828028196,0
253,PAYMENT,11432.2037207854,11324.45120284831,136296.8162825344,21184.391890264284,66010.60542758623,1
499,CASH_OUT,13949.512934945744,55060.10469966463,11806.166952364882,46634.14716973725,17812.222753953454,0
35,PAYMENT,7003.266843064493,52452.95631955908,43193.78100592208,880.0833983936137,27999.06610241628,0
727,PAYMENT,22448.31461034926,115737.30487935316,98194.9624433238,39067.57708451234,42932.769217125875,0
90,PAYMENT,27542.421096851176,88831.5411754777,44034.014040510316,88031.99629865939,2102.2339655613077,0
605,TRANSFER,16469.889072641414,139408.64647579857,170582.02827238277,20766.095881183082,15125.737978714376,0
602,PAYMENT,10094.85226841339,101564.3781160746,4758.862356577053,12361.54863537663,45794.648040461645,0
418,DEBIT,3620.0477024988004,101511.2000705631,26038.06553719328,31208.929221122293,40389.087596132726,0
115,CASH_OUT,40713.07267415326,3292.2127519234255,170467.4463790775,74401.59086414229,1918.8203460484842,0
617,TRANSFER,3203.928398641815,93527.78233335179,21480.269194454846,5835.576824130805,9504.96961916154,1
196,CASH_OUT,2264.702310704998,46758.18487113564,60541.59835524377,15510.050191821692,39875.52055433421,1
501,TRANSFER,5836.725443298822,23937.645784768298,1389.359506865572,5098.403350737918,11082.834444727165,1
626,DEBIT,585.1994458612368,2908.7207219995307,53410.93175414107,20594.33801842596,58947.592311750974,1
493,TRANSFER,38394.449198589085,56609.55622304646,122743.88362467408,23323.398906527964,1048.2109150939436,1
75,TRANSFER,8877.848051106103,19889.86037747754,21708.46491197401,86581.38574953754,7390.234402075267,1
413,TRANSFER,8140.773695566796,31534.566175561868,968.847882750845,15957.144808305306,11561.526029479592,0
376,CASH_OUT,10665.215873018016,57242.51445517248,1273.8008247737637,25107.520689657853,90794.86905703199,1
420,PAYMENT,6872.121234611377,121392.98875542989,100162.79409446575,64953.270415786,55692.00071115303,0
729,CASH_OUT,325.88810691642726,87273.45437564564,57689.657598166865,11631.923850886848,75439.58158287924,1
277,PAYMENT,9475.525521921536,29946.163991121055,5076.790482796085,33640.82068616585,20323.60685124249,0
676,CASH_OUT,12593.93471122423,24533.437066375027,2526.1594287476864,42460.803062494946,60519.70894453606,1
394,DEBIT,5391.377574930445,13707.35351901103,73523.72475001532,12037.988626090135,67224.00906579553,1
457,DEBIT,14159.109219627457,23294.74417975388,74699.90838715617,5386.045975894702,17876.378315133396,0
192,TRANSFER,2574.7791129964735,5885.511200530063,5779.194622536463,20969.497836062295,181863.30265947126,1
739,DEBIT,2500.9935529483228,177205.21514434798,16148.219027360594,13239.06753014588,66689.41283310951,0
689,TRANSFER,1760.4170165024198,42656.107898309514,68141.07967429773,9296.29394930473,127868.83480854632,1
99,PAYMENT,4652.067682639776,6837.16112563429,33538.876616553214,108829.36614610533,70477.12501507012,0
548,DEBIT,18773.960233575206,21755.459915122363,141162.6180370023,20923.875469273196,52395.65621152173,1
96,PAYMENT,17597.49666245702,39597.478349563185,29518.744816969273,58237.944367881944,100786.68227566037,0
664,CASH_OUT,4826.013814974434,38059.05809368899,50848.773299214474,6519.221343942495,19054.54518539763,1
663,PAYMENT,8894.510015532396,1807.446967614209,32080.8543681671,84124.98979287149,53528.84834688589,0
190,CASH_OUT,12758.853498980112,150634.80162632925,128884.44849445808,47459.26946888865,8378.608039565306,0
736,PAYMENT,2760.2596904234456,16105.09698872819,22886.69718452015,49616.142021181906,46190.71935750125,0
37,PAYMENT,1840.9242693301626,815.8535610583978,11749.520481444473,14817.328367497868,53856.66227684245,1
369,DEBIT,35789.84988004128,3976.1925999282403,17795.972523911896,19944.7807094404,44122.02414912114,0
695,PAYMENT,9611.764753989684,43398.23653820284,86210.75866090447,26994.391569530566,66355.6085442198,1
525,DEBIT,39854.39315570942,7412.561167291519,31006.475250150823,46785.95630457758,18665.57287731828,0
279,DEBIT,4121.211914630918,2131.0134835319886,19680.588638368845,56725.540628195035,27543.193649965044,0
217,TRANSFER,12141.298797955422,23871.675441471478,35362.47849179749,2437.775972916324,375.3650394807089,0
273,TRANSFER,2518.0493840006175,48743.84250027028,6434.157701776478,70321.71506725991,5526.021861317397,0
62,CASH_OUT,3027.2826248424867,5930.15761534713,241.81727472014003,83176.05491226715,36167.93010115886,0
596,PAYMENT,7172.393220718942,18794.914723429414,14819.24059007983,26959.96452082365,28919.129087383597,0
729,CASH_OUT,3851.0105830390867,27043.68493186669,41799.7797592735,6201.524031244689,7693.515896030878,0
342,PAYMENT,1834.6809042121326,8685.54264420478,55965.913831576014,51180.91482100246,9765.217316556897,0
397,TRANSFER,3050.0553013561475,35268.468251104714,78849.78568769478,23861.219313427,14760.193199495696,0
699,TRANSFER,364.0301683515461,4453.260791950654,117571.39426358789,50980.296610478224,44108.48277074267,0
19,PAYMENT,12188.280033767516,2381.7626249526165,23904.873702252313,50590.88513414161,32930.87503685644,0
177,PAYMENT,6775.034977077403,36681.31243963362,60707.84924928672,2721.6889331206603,2523.8427480856126,0
612,TRANSFER,989.8429414878221,14244.098004794398,3492.360674662232,28020.005811468527,49940.19946984651,1
396,TRANSFER,1883.7261935603303,5011.673400546057,2666.3035096087447,19799.746568064405,10664.694978583677,0
445,CASH_OUT,1081.806419369386,27574.793598316464,5998.5248835829925,87629.58272415934,38990.32378819387,0
233,TRANSFER,9482.789641027612,123338.05769019818,26785.743248507773,10556.647919992014,4608.173715498028,0
76,PAYMENT,989.4818931705747,64402.596347859064,10680.557605046539,6920.158544301883,216160.04833563263,0
265,CASH_OUT,14035.720974214417,84536.71402039123,15217.586700028576,68216.09726460207,2931.109694909947,0
455,PAYMENT,207.24189511023084,102752.6638952649,46970.26853194094,4830.269239258713,47381.78645900169,0
718,DEBIT,2868.5013593480758,179911.26190974948,19979.1300992526,34800.539703962066,27279.877274699516,0
735,CASH_OUT,22133.540436433064,72036.80370038429,36676.106622399726,10701.097494829246,3145.0362796065842,0
384,PAYMENT,12677.340920223392,46876.72991011057,23927.185262694817,25169.1812101428,951.1744781521172,0
564,TRANSFER,757.6755318603585,22740.059136781914,8328.981952950013,28730.529882572435,15766.134467577755,0
506,DEBIT,17210.742157447374,10022.84481669,3460.6184543244985,16206.05130186859,56721.69503173372,0
367,PAYMENT,6793.135510452985,58023.30069222291,12127.074302835828,110624.3893136864,1470.7672970462231,0
144,CASH_OUT,18759.002390970487,264418.21437841596,2674.4436904055347,4241.14140369835,42656.024880841585,1
69,PAYMENT,9181.418803186722,31495.351780426496,43377.20748777321,14897.776341081053,37285.57395454637,1
99,DEBIT,11451.789774954494,64309.66888595055,71471.33711406718,16884.381440836893,10801.580317301157,0
396,CASH_OUT,50361.93191777945,34168.99678796921,18680.523555593372,29912.57628265211,2823.0744414253327,1
25,DEBIT,2644.025500621366,28275.832737078777,22030.71868927047,15689.970502575301,86411.46449207199,0
469,PAYMENT,9780.21398092189,26407.54326848327,76223.63004432077,3062.1781819128128,12501.117546218054,0
484,TRANSFER,6167.814833788261,35121.97937073048,11331.759167670136,88368.28888637973,4133.122639996256,0
565,TRANSFER,402.51275039408563,22856.001962239192,5709.581208657773,16139.691572641632,40046.524932223394,1
151,PAYMENT,145.76362374301678,69069.98235442815,31292.36636979271,12587.243212433885,8547.544272105875,0
144,PAYMENT,1269.5713939732327,103681.73235532326,46754.807051897275,17756.847471999346,22594.571225242085,0
569,PAYMENT,10472.304587348084,107230.07696330668,41194.22253612524,7323.190381764997,1810.2095969988306,0
39,CASH_OUT,8373.942683799898,12919.026875440955,56309.38510558376,3168.2058689150745,173584.41596095738,1
109,DEBIT,8061.581333560187,113124.55476107213,2629.1328046276067,4825.438465346938,20773.23862629062,0
693,DEBIT,323.75230057651925,20893.4280834214,25153.596881628062,5469.220478974592,245849.38332273773,1
42,DEBIT,6335.640352166238,18503.040054439705,12265.09752665017,6607.187091695491,17053.084110485546,0
186,PAYMENT,25852.50673674295,64869.51600713941,64055.77306910998,16339.75734553513,14961.961050002203,0
398,DEBIT,5068.201054272578,18170.33040501328,92765.17207792054,29336.948099793623,86102.98219938266,1
223,PAYMENT,9806.225271502066,2721.035594215232,14866.244349440924,29737.52816061379,13988.822790273744,0
634,CASH_OUT,15133.038703845097,23389.725342546666,4502.760105054759,2.927229664386083,19797.526934869682,0
133,TRANSFER,15321.310012192554,63910.685483909394,13151.842453917103,76133.1512397702,2846.5444740642774,0
163,PAYMENT,7324.70470356195,19797.408429320447,4942.09532016921,51922.27596267824,108899.74319402862,0
215,PAYMENT,19515.898659699214,49653.062117464906,17515.388198770044,99675.50079572258,3114.878127061325,0
733,TRANSFER,4965.580470368536,53958.05148754177,34767.91365787288,13387.972994908883,51619.44100990187,1
235,TRANSFER,21954.650592596183,66163.35126108043,163685.809553063,32790.77257586028,27073.3153972953,0
658,CASH_OUT,2747.357935342444,113714.68784306973,22939.94691471563,5518.4333244492855,2217.997466662564,0
588,DEBIT,3288.0467741551024,28331.40955921835,11183.06452668609,50953.488571273134,59.68484224210651,0
9,PAYMENT,545.8356898709566,9102.004420242347,8211.764626951877,5279.488673495121,95967.27021796264,0
74,DEBIT,15875.875622830112,19204.194859188832,8549.940146648938,11835.11858628314,47441.381031359604,0
492,PAYMENT,5396.628419447569,28296.418347915413,9626.994053370685,20249.486010366243,40591.33993935268,0
253,CASH_OUT,2602.1816706761124,62569.20311360361,64647.32303677486,27081.375202710537,20203.546569424907,0
230,TRANSFER,2636.925070928563,660.449065467492,2833.619033338693,24604.40591917117,9541.508978811458,1
519,CASH_OUT,23166.83421321323,18974.182183668225,267897.84787103534,3230.764010031248,39865.226913429964,1
174,TRANSFER,17952.65209928442,75670.62238428844,33281.169446660904,16428.63056040076,32804.16182630905,0
653,DEBIT,8063.850531906351,55563.255452537596,35363.650802973054,76883.16491832053,45355.68937935982,0
168,DEBIT,9574.013107801524,65789.92605212747,19911.955016520857,61758.24872313696,15938.26920686249,0
170,CASH_OUT,6430.732132952152,83515.36384216411,52740.31774510351,26805.32939892554,151793.54663542495,1
393,TRANSFER,4970.32098146786,76447.2388981194,28693.34404140374,25481.72174878936,2427.5774307561805,0
634,CASH_OUT,24707.301869899777,57314.00281707335,17958.486598150997,3552.5345270488147,2907.0066274889136,0
194,TRANSFER,1342.3187049650435,28960.71356759432,13863.289583946484,6704.037579110932,87059.69917808204,1
517,TRANSFER,5420.5280599261605,205518.60258348283,116954.45277022457,8736.238134646432,36515.166073911816,1
29,DEBIT,4224.514241559201,42090.851532792345,15474.823388949468,20094.390279125484,13825.73293733702,0
165,DEBIT,6894.554439154436,11330.553395913226,25802.93426316482,39431.05124939507,50235.014478334146,1
422,TRANSFER,6118.103098371046,17322.9972645544,19408.87296456744,18525.90880539898,21101.2298191399,1
339,TRANSFER,7316.583713180326,59137.065794438495,4055.417114032567,4042.342430546442,747.171578372405,0
648,TRANSFER,1507.2868164555396,129340.03582605325,9257.14438956835,17359.693531960722,36854.31567844291,1
496,DEBIT,7197.817556416921,9844.566874637369,9454.786874077314,5324.794106879536,9748.896703698145,0
365,DEBIT,2776.245709550711,4296.770297931033,53236.14545983033,41726.829946551,4289.1228982461125,0
342,PAYMENT,2037.470714212306,106655.2180765276,23483.789291025663,5463.678272125805,8933.568186090173,0
500,TRANSFER,670.3145929929535,123418.98609463673,68540.0145303513,19764.343088364007,22629.77289740989,1
657,PAYMENT,14382.30214561736,16174.399076441296,55541.85215084067,35467.67039031027,1789.9763294268596,0
511,TRANSFER,5576.411004137869,23683.374599756506,9596.466649449692,7770.819641667068,75140.96254763956,1
327,DEBIT,9852.220426982129,53968.13740567188,37243.43945164368,2372.2737568321277,28727.79852066728,0
217,PAYMENT,13004.59267798107,20018.65627737563,61124.60575519355,24855.228562623142,12135.172355308365,0
301,PAYMENT,11373.01139063753,104843.10339582765,45112.967796022625,1671.8089474638157,40654.86521821077,0
132,CASH_OUT,6358.234719957666,5690.847576454142,41234.94013255858,26585.116231407224,57079.67879407211,1
70,TRANSFER,4908.572078470496,1936.1173578424919,60551.018091747246,42011.62058411436,33310.293250058814,1
252,DEBIT,4715.406653057521,11690.398654119448,2630.5429199250275,11983.715382523707,7919.337156311604,0
415,CASH_OUT,10217.868037472443,16849.76314312755,59157.61687970269,20103.399795637928,4090.0277725114815,0
445,CASH_OUT,6827.897146606147,5991.376971530042,14325.962528519027,79251.7987249041,68788.88320986221,0
182,TRANSFER,18913.516404102527,3397.372478366414,38175.014572260436,19109.179820830388,9361.482160713857,1
167,CASH_OUT,20770.602538113577,70449.03065778712,12486.345389318312,170116.7687062899,710.0388327001549,0
91,TRANSFER,1870.0496043546593,8972.877054392005,82134.83086104477,5123.735442971498,36041.086477882185,1
714,CASH_OUT,1464.5297678065072,122625.18648344824,29475.12274716035,37026.14695110514,5807.172336918828,0
531,TRANSFER,9953.364447264035,22943.267457601538,46343.467735224775,31719.95886018512,164751.4033244174,1
39,DEBIT,3584.275475119451,55525.00493390615,71112.4856472305,61743.27632021612,71335.3355409772,1
126,TRANSFER,187.45319583426334,12770.562102412698,101556.08434838934,2909.97415445952,32817.08997895988,1
451,TRANSFER,21950.1105325584,13743.081564721097,59265.00138607914,9863.73122359484,62823.545264277906,1
173,PAYMENT,2573.478650812531,42749.10577442338,7248.205980298495,4253.102007980768,22256.13389166309,0
653,DEBIT,26490.36075709476,41122.14070838715,86751.07598254473,81134.50211316608,54371.283561280456,0
220,DEBIT,12638.447230216021,73208.3040905494,43373.19081036985,16686.99999061454,36398.83495477721,0
638,DEBIT,14382.341377435703,70902.31930888095,42308.93962173325,72260.32480411684,1017.201941835546,0
58,CASH_OUT,2249.720918173391,55537.446734919715,114418.2432947027,10461.500609362225,103991.62490302595,1
660,PAYMENT,2668.2696080222477,29812.87298016284,12875.641154116407,4052.8848194705565,69044.60286627294,0
476,DEBIT,7366.138228805194,110655.6809382798,12325.247352681661,10552.211581293652,107320.96713972725,0
456,CASH_OUT,1888.6272685679378,48719.63265138364,32394.990501286993,27277.543922292778,46004.18119589688,0
361,CASH_OUT,3644.6476695618176,231260.94353571758,62538.86700362584,55974.9564371267,18589.61806517488,0
1,CASH_OUT,3878.154997592083,85565.17654451056,26677.469218782768,14603.054597517988,8116.969825362449,0
387,PAYMENT,1739.129285094545,2266.074439292545,45217.13583033731,73885.66454227685,6945.626959102772,0
348,CASH_OUT,2296.4316989046647,19326.812760342178,27109.70895189655,8400.627215086797,5479.455090922507,0
190,PAYMENT,15537.75426419893,42417.087173791995,42417.08115573885,35480.10841661865,8723.51403111334,0
505,TRANSFER,1829.5678396474225,63911.3923159874,77735.08915698496,39921.62913766844,27997.27206330487,0
191,CASH_OUT,288.70153014103744,39962.78743718118,8956.4600007801,9604.62570478374,40292.232011682696,1
508,DEBIT,9925.103929985065,77119.44502543741,53490.84157226962,820.207191656772,13193.603679077862,0
369,CASH_OUT,37289.98337227041,16609.96462618165,69680.87503772874,13635.123509004232,27850.446875494228,0
409,TRANSFER,4022.908732609868,10161.65747369924,26666.944107285875,1387.4804833844291,14609.532568970793,1
117,TRANSFER,1263.0692711487545,2771.2320852270855,17569.308754246136,69304.54198365007,41734.22859236236,0
134,CASH_OUT,8448.712328882713,42585.315031498685,613.659825667535,92065.39208784568,156247.3754764837,1
58,TRANSFER,23682.35817420686,58333.77401634127,71778.00533455057,39883.803801826034,40880.59251528211,1
556,PAYMENT,15327.629299332812,19737.366248470942,17883.254764278725,38913.86356701179,2129.5621867564355,0
685,PAYMENT,9742.267467069489,47542.06240096723,19894.13822274002,8268.363031779114,22701.81081073124,0
672,CASH_OUT,3784.1892092072517,2678.3322906573812,18426.708509584445,2304.0203003378047,51497.67495012461,1
173,PAYMENT,7806.244986859506,5228.782648090954,31078.305694145984,48600.505557537304,27349.48155201962,0
149,PAYMENT,956.7957345644091,60491.96094994219,54555.28287478909,24572.32988093023,105602.77454187373,0
80,DEBIT,11361.441524862848,22948.80919916766,66501.42873785572,34335.99884371305,1971.5069977228368,0
213,CASH_OUT,12913.334019138025,55635.66680406611,22433.378522855706,45374.926601859384,12044.170620096129,0
203,TRANSFER,33533.111376174194,89106.63387597133,48958.882609050364,15800.23005954893,8728.385196230052,0
229,CASH_OUT,3016.4220828175226,95737.87662485434,57393.55879266737,4683.709394639643,51078.67768897137,0
676,PAYMENT,186.28863849975423,9447.23077322319,15852.636020431124,47547.74475134124,25966.597619999495,0
227,DEBIT,7887.960394492888,33304.387807774765,4572.612958741656,18141.214894458273,5211.479181356335,0
659,CASH_OUT,12268.679233986102,66199.17665354433,101277.73677960936,52620.77425305133,11770.598693666716,0
532,CASH_OUT,15625.899945520141,74356.7213084656,50870.792969788,17271.547388235602,25883.369241235432,0
441,PAYMENT,2153.47684485507,76780.56594810035,46999.701637492304,7339.3061728524835,194398.3147621,0
402,PAYMENT,3034.7664463321316,12949.37534154909,2731.8846487879873,5626.235259517254,15855.577597952459,0
47,CASH_OUT,7186.515193088297,10692.76713695537,76637.31069571477,40868.167282792114,5970.3718210303105,0
233,PAYMENT,4013.7470019967013,44581.426508491924,37567.599132432224,25662.157696182618,24055.408148252893,0
305,PAYMENT,19697.730222395716,67562.92687808168,84740.15856233,15555.801056038921,12996.68404333634,0
526,PAYMENT,6419.981886870703,19219.893122345136,165216.55824566423,20325.110785262357,29212.20067541894,1
143,PAYMENT,16073.333490919475,5530.109064268386,141700.0919760928,23931.147574987994,22004.16681721738,0
415,PAYMENT,8689.772777005039,63070.63045999804,87235.31848566844,8210.079019108543,40933.862195891576,1
513,DEBIT,14832.024400005277,17812.168381202624,495.34817760132194,14252.442809508884,85987.79156240339,0
373,PAYMENT,4044.7507814508526,9097.844623306988,97612.50504762096,10376.775589191682,7832.53437920499,0
566,TRANSFER,17803.24826236008,7992.215380209062,3511.3009517586115,14751.473893265258,60248.15857166046,1
259,CASH_OUT,3209.9388847092564,18910.220101557476,85730.02354793627,20828.16720714357,104340.3681249175,1
656,DEBIT,7898.7574340131205,44907.57066842951,14793.563617279126,5711.4903010221415,16372.355658145061,0
471,DEBIT,2408.075364334152,22189.685583595907,42380.27019995066,15002.26158814382,4223.019560332328,0
12,PAYMENT,6453.604179651486,1043.9147121895855,1746.5290732372239,14608.119221757272,60391.54844183375,1
330,CASH_OUT,3829.825595825112,5096.566473158799,66367.21604368559,10106.329871228874,42267.126644569835,1
736,TRANSFER,3102.05062247635,17159.967956737637,5330.369128874711,194995.291075626,8370.64938678138,0
358,PAYMENT,34107.93821391711,53897.04343629833,23795.991698333142,2294.3660134362717,20621.654095316902,0
408,CASH_OUT,1744.4161185399942,5185.59784547695,76531.91724239288,30896.479254653535,30195.602397912553,0
668,PAYMENT,15479.940378610805,41123.72581720565,53486.47837694467,5750.749414241064,6515.382804952459,0
373,PAYMENT,41455.30040309295,6385.184383687369,272.74625251731175,54888.32440603521,43923.60959025903,0
8,PAYMENT,201.0218557416024,11888.45724874871,23215.154794611553,73670.87701353632,40978.16798096697,0
122,PAYMENT,12007.36094932793,9448.492040349161,1927.4329388158137,15398.759011199098,76352.09936075185,0
348,PAYMENT,2915.720359674045,3479.758118392485,50369.62067920529,52029.369313888696,29317.68534112397,0
676,PAYMENT,413.3027401437828,55635.02577490534,156244.8553654549,8626.840366189452,29891.785583110734,1
90,PAYMENT,5156.532228208629,31125.447593488938,47923.579388917984,4527.076577783182,33809.05861765628,1
648,TRANSFER,27367.24561717601,88908.64161970334,11433.72649557177,11388.582122979635,11196.736973432638,0
698,DEBIT,118.3485075654205,5206.443720986587,19748.98428718381,12541.651521543985,49746.34733403019,1
316,TRANSFER,8864.545213414744,7817.075007513407,169073.1941439105,15192.93604124979,38016.565293716965,1
178,PAYMENT,6959.440453330312,18297.154566880206,11415.163606143065,14002.297715168766,63953.954024744824,0
540,PAYMENT,20665.97693137436,72593.08110839357,37100.7796733235,15887.231292870929,51224.14451854517,0
732,TRANSFER,877.4078605716643,18246.793088934297,23021.201598489264,37139.68251364027,35619.25727865013,0
41,TRANSFER,11442.145337984086,26247.808525807566,65807.00435007512,8454.186389881294,6139.561259030182,0
740,DEBIT,11397.77149564315,17948.419042587375,90915.1784718283,562.5086663686966,88029.4304886916,1
